Postcode-4,Inwoners Totaal (x1),Geboren in Nederland met een Nederlandse herkomst (%),Huishouden Totaal (x1),Huishoudgrootte (x1),Woning Totaal (x1),Eigendom Koopwoning (%),"WOZ-waarde
woning (x 1 000 Euro)",Omgevingsadressendichtheid (adressen/km2)
7792,110,100,35,2.9,35,80,403,21
7793,450,100,155,2.7,180,70,327,106
7794,290,100,90,3.1,95,80,379,36
7795,140,100,55,2.6,55,80,317,17
7796,660,40,105,2.8,115,80,442,75
7797,615,90,225,2.7,205,90,379,33
7798,375,100,125,3.0,135,90,387,105
7811,4630,90,2810,1.6,3050,40,200,1476
7812,9840,80,4700,2.0,4785,60,191,1241
7813,1470,90,520,2.8,550,90,318,346
7814,1835,70,590,2.4,480,90,338,258
7815,6070,80,3230,1.9,3280,40,163,1325
7821,15,80,10,2.0,5,-99997,523,660
7822,2990,90,1330,2.1,1505,60,255,1098
7823,8185,80,4095,2.0,4235,50,168,1499
7824,7660,70,3900,1.9,3795,50,151,1329
7825,425,90,165,2.3,155,80,500,261
7826,3030,90,1235,2.5,1225,80,267,368
7827,9215,90,3935,2.3,3975,80,234,816
7828,2040,90,860,2.4,840,90,314,349
7831,3410,90,1445,2.3,1455,70,203,183
7833,4715,90,2035,2.3,2055,70,228,607
7841,2235,90,1005,2.2,1035,70,275,297
7842,65,90,35,2.0,30,100,449,96
7843,875,90,425,2.0,240,90,315,110
7844,2120,90,955,2.2,990,60,198,626
7845,275,90,95,2.8,95,90,363,20
7846,610,100,240,2.5,230,100,372,50
7847,235,90,100,2.3,100,80,342,28
7848,2150,90,990,2.1,955,60,234,271
7849,400,90,175,2.3,150,90,288,85
7851,370,90,150,2.3,160,90,333,157
7852,200,90,85,2.3,85,90,407,24
7853,175,90,80,2.2,75,80,324,42
7854,1885,80,775,2.1,775,70,254,254
7855,400,100,175,2.3,165,90,358,72
7856,180,100,70,2.5,75,100,387,20
7858,125,90,55,2.1,50,90,354,24
7859,35,90,15,2.5,15,90,428,18
7861,1865,90,860,2.2,845,80,273,232
7863,615,100,250,2.4,250,80,337,84
7864,405,90,155,2.6,155,90,341,28
7871,755,90,335,2.2,325,80,275,127
7872,1235,90,545,2.3,540,80,282,125
7873,1900,90,810,2.2,845,70,284,242
7874,410,90,170,2.4,175,90,344,29
7875,1680,90,775,2.1,725,80,323,180
7876,3385,90,1500,2.2,1460,70,212,110
7877,105,90,45,2.3,45,90,293,48
7881,7765,90,3415,2.3,3465,70,204,378
7884,1745,90,750,2.3,770,70,201,162
7885,2070,90,850,2.4,830,80,245,183
7887,4735,90,2030,2.3,2060,70,244,355
7889,185,90,80,2.3,75,80,318,17
7891,11835,90,5185,2.3,5360,60,207,853
7892,125,90,55,2.3,50,80,360,461
7894,3030,90,1265,2.4,1275,70,195,317
7895,825,100,350,2.4,365,80,256,53
7901,3205,90,1505,1.9,2055,40,203,1855
7902,4675,80,2480,1.8,2585,40,184,2018
7903,395,100,145,2.6,140,70,266,478
7904,4970,80,2170,2.3,2230,50,177,1039
7905,4345,80,2015,2.1,2080,50,173,1424
7906,6200,90,3155,1.9,3235,50,166,2104
7907,2045,80,1010,2.0,1105,40,206,1877
7908,11460,90,4525,2.5,4605,80,257,1129
7909,2770,70,1095,2.0,1190,50,236,1131
7910,115,90,35,3.0,40,90,431,15
7911,305,100,110,2.8,110,80,350,69
7912,655,100,250,2.6,245,80,285,74
7913,5270,100,2125,2.5,2115,70,262,392
7914,1925,100,765,2.5,745,80,258,363
7915,70,80,40,1.8,20,80,426,58
7916,2365,100,1005,2.3,1020,70,248,216
7917,1365,90,555,2.4,510,80,264,80
7918,1410,100,560,2.5,565,80,257,131
7921,6945,90,2920,2.3,3030,70,309,546
7924,1055,90,415,2.5,425,80,363,46
7925,580,100,225,2.5,225,90,425,19
7926,955,100,350,2.7,375,90,324,80
7927,735,100,290,2.5,295,90,317,84
7928,10,100,5,2.2,5,-99997,-99997,8
7929,40,100,15,2.4,20,100,345,20
7931,785,90,305,2.6,310,90,358,70
7932,375,90,155,2.4,150,80,353,49
7933,1625,90,705,2.3,755,70,260,126
7934,585,100,235,2.5,240,90,317,51
7935,85,100,30,3.0,25,80,460,93
7936,790,90,310,2.5,320,80,298,63
7937,60,90,30,2.1,25,90,349,15
7938,965,100,395,2.4,395,80,252,114
7941,6185,90,3560,1.7,3595,50,233,2052
7942,5725,80,2900,2.0,2920,40,198,1259
7943,8050,90,3520,2.2,3665,70,257,937
7944,10490,90,4210,2.4,4365,60,264,1315
7946,1725,90,765,2.2,820,70,300,101
7948,4000,90,1650,2.4,1620,80,303,321
7949,125,100,50,2.4,55,90,355,36
7951,10715,90,3675,2.9,3850,80,309,489
7954,4130,100,1330,3.1,1370,80,322,167
7955,1365,90,635,2.1,520,80,330,156
7957,2970,90,1305,2.2,1350,70,302,378
7958,2490,90,1060,2.3,985,80,335,122
7961,3980,90,1635,2.4,1650,80,322,253
7963,3675,90,1655,2.2,1720,70,336,297
7964,360,90,140,2.3,160,70,406,40
7965,115,100,35,2.8,40,80,518,33
7966,70,90,30,2.2,35,50,408,38
7971,3710,90,1705,2.1,1720,70,307,394
7973,720,100,305,2.4,310,60,349,74
7974,200,90,80,2.5,80,90,294,52
7975,1445,90,615,2.4,600,80,333,139
7981,2635,90,1220,2.1,1160,70,314,247
7983,655,90,270,2.4,265,90,388,46
7984,180,90,75,2.5,65,100,362,70
7985,55,90,15,2.6,15,90,415,36
7986,270,90,110,2.4,90,90,478,17
7991,4135,90,1845,2.2,1885,80,347,235
8011,8700,80,5525,1.5,5240,30,295,3319
8012,7110,90,3895,1.8,3475,50,268,2949
8013,2575,80,1310,1.9,1275,40,254,1293
8014,12455,80,5415,2.2,5350,60,287,1935
8015,3050,90,1290,2.4,1290,70,358,766
8016,7675,90,3320,2.3,3350,70,330,1623
8017,6980,90,3175,2.2,3115,70,358,1779
8019,2550,90,1035,2.4,885,80,541,844
8021,5775,70,3725,1.5,3645,30,201,3629
8022,5070,70,2960,1.7,2970,20,197,2797
8023,5715,90,2900,2.0,2835,50,304,2809
8024,4090,90,1705,2.3,1760,70,415,669
8025,905,80,485,1.8,520,40,357,1239
8026,960,90,405,2.3,380,80,470,66
8028,255,90,85,2.9,85,80,423,29
8031,9845,60,5135,1.9,5050,40,202,2468
8032,9840,80,4775,2.0,4730,40,270,2145
8033,3360,80,1485,2.3,1450,70,293,1372
8034,730,90,295,2.5,300,90,746,414
8035,290,90,120,2.5,110,90,562,21
8041,370,90,160,2.3,160,70,412,823
8042,5350,90,2220,2.4,2205,70,322,1028
8043,23150,80,8730,2.6,8735,70,329,1652
8044,3845,80,1270,3.0,1305,60,404,889
8045,25,90,10,2.3,10,90,521,5
8051,10225,90,4350,2.3,4630,60,348,854
8052,2085,90,785,2.6,780,70,357,823
8055,690,90,260,2.7,250,80,374,46
8061,7515,90,3000,2.5,3075,70,264,706
8064,4920,90,2120,2.3,2220,60,241,599
8066,585,100,245,2.4,250,80,355,73
8071,12800,90,5335,2.3,5485,60,335,1050
8072,7855,90,3090,2.5,3090,60,315,1011
8075,4830,100,1650,2.9,1670,70,407,311
8076,700,90,270,2.2,280,70,504,60
8077,2035,90,830,2.4,780,80,460,138
8079,255,100,90,2.9,85,90,354,27
8081,11710,90,4835,2.4,4925,60,292,873
8082,800,90,315,2.5,340,70,325,628
8084,7025,90,2805,2.4,2945,70,296,684
8085,4200,100,1550,2.7,1540,80,371,153
8091,12320,90,5085,2.4,5115,70,316,990
8094,1500,90,585,2.6,570,80,350,327
8095,1270,100,480,2.6,480,80,352,198
8096,6370,90,2425,2.6,2530,70,331,397
8097,2215,100,725,3.0,730,80,388,115
8101,6265,90,2705,2.3,2785,60,295,1060
8102,7310,90,3380,2.1,3460,60,293,1042
8103,6460,90,2455,2.6,2480,80,331,770
8105,2240,100,895,2.5,900,80,355,140
8106,1505,100,585,2.6,600,80,360,108
8107,1175,100,470,2.5,475,80,344,87
8111,3700,100,1510,2.4,1570,70,319,261
8112,1155,100,460,2.5,470,80,325,125
8121,8265,90,3490,2.3,3610,70,299,496
8124,1255,90,500,2.5,495,80,379,87
8131,8275,90,3460,2.4,3525,70,323,540
8141,7190,90,3080,2.3,3005,80,323,531
8144,445,90,180,2.4,175,80,368,51
8146,345,100,120,2.9,120,80,412,20
8147,220,90,90,2.4,75,90,435,57
8148,1350,100,525,2.6,530,80,369,72
8151,1850,100,705,2.6,755,80,327,379
8152,2665,90,1120,2.4,1135,70,328,414
8153,155,100,55,2.9,55,80,414,58
8154,100,100,35,2.7,40,80,427,42
8161,6480,90,2920,2.2,3010,70,356,866
8162,9200,90,4115,2.2,4310,60,366,851
8166,3240,90,1265,2.6,1255,80,445,127
8167,1620,90,610,2.6,625,80,416,112
8171,7885,90,3355,2.3,3470,70,352,728
8172,4830,80,2105,2.3,2125,40,259,882
8181,11890,90,5070,2.3,5230,70,343,736
8191,6250,90,2475,2.5,2585,70,330,474
8193,180,90,75,2.4,75,90,451,31
8194,660,90,275,2.4,280,80,397,82
8196,625,100,250,2.5,250,90,435,86
8198,70,100,25,2.9,25,90,602,12
8211,305,80,110,2.5,115,80,538,127
8212,4565,80,1965,2.3,1960,90,278,964
8218,225,90,80,2.7,80,70,611,18
8219,3270,80,1080,3.0,1005,100,492,291
8221,-99997,-99997,-99997,-99997.0,5,-99997,407,48
8222,190,80,80,2.4,80,100,618,338
8223,4980,40,2355,2.1,2140,40,199,1263
8224,7380,50,3430,2.1,3250,50,209,2034
8225,8055,60,3800,2.1,3610,60,210,2020
8226,9545,60,4100,2.3,3920,60,253,1527
8231,5375,70,2400,2.2,2300,50,229,1739
8232,7610,60,3755,2.0,3645,40,220,2116
8233,710,70,410,1.3,435,-99997,156,1915
8239,655,30,330,1.8,340,10,109,701
8241,1575,80,615,2.6,610,100,542,220
8242,6135,70,2750,2.2,2720,70,270,1151
8243,9535,70,4150,2.3,4035,60,248,1334
8244,4195,70,1910,2.2,1845,80,314,536
8245,6915,70,2510,2.7,2435,90,340,876
8251,12700,70,5720,2.1,5610,50,263,1043
8252,5785,90,2410,2.4,2425,90,299,872
8253,10350,90,3930,2.6,3880,80,335,732
8254,840,90,495,1.5,630,30,201,1148
8255,6450,80,2775,2.3,2615,70,267,599
8256,6740,80,2960,2.3,2925,60,280,440
8261,5365,80,3165,1.6,3295,50,205,2239
8262,6415,80,2980,2.1,2990,50,222,1962
8263,710,90,265,2.7,205,90,368,706
8264,2050,90,905,2.3,925,70,285,1554
8265,15175,80,6260,2.4,6355,60,249,1757
8266,7510,90,2615,2.8,2645,80,320,1308
8267,670,100,235,2.8,225,80,377,539
8271,12475,90,4570,2.7,4725,80,323,1005
8274,870,100,340,2.6,345,80,312,104
8275,665,100,235,2.8,235,90,399,82
8276,785,100,280,2.8,275,90,406,63
8277,1020,100,335,3.1,340,90,337,163
8278,925,100,295,3.2,290,90,451,28
8281,10375,90,3540,2.9,3725,80,272,832
8291,10,100,-99997,-99997.0,-99997,-99997,-99997,4
8293,155,100,45,3.5,45,90,526,7
8294,190,100,65,3.0,55,80,397,8
8301,2045,80,1110,1.7,1250,40,181,1521
8302,10910,90,4420,2.4,4425,70,294,1020
8303,9720,70,4240,2.2,4285,60,203,1402
8304,3445,80,1590,2.1,1570,60,219,889
8305,345,90,115,3.0,110,90,490,135
8307,3160,90,1280,2.5,1275,70,278,258
8308,1960,80,845,2.3,830,70,284,119
8309,2500,90,840,3.0,845,80,309,171
8311,1575,80,600,2.6,605,80,310,98
8312,1735,80,695,2.5,685,70,310,120
8313,1660,90,670,2.5,640,70,347,102
8314,1515,90,585,2.6,585,80,316,98
8315,2200,60,660,2.4,1100,50,247,93
8316,3800,90,1630,2.3,1675,70,274,349
8317,1475,90,620,2.4,615,80,304,89
8319,5,-99997,-99997,-99997.0,-99997,-99997,-99997,7
8321,13500,90,4250,3.1,4375,80,278,1110
8322,7935,100,2315,3.4,2480,80,318,1020
8325,4340,90,1830,2.3,1940,60,233,534
8326,2510,90,950,2.6,945,80,317,146
8331,10400,80,5280,1.9,5665,40,203,1277
8332,5895,90,2430,2.4,2465,80,262,930
8333,905,90,375,2.4,375,60,291,362
8334,2160,90,875,2.5,875,90,315,335
8335,205,100,90,2.3,90,100,324,120
8336,90,90,40,2.4,40,80,435,51
8337,245,90,130,1.9,65,90,370,44
8338,890,90,365,2.4,360,80,310,91
8339,175,90,55,3.1,55,100,362,139
8341,1900,90,850,2.2,885,60,254,254
8342,265,90,95,2.8,100,90,403,41
8343,605,90,265,2.3,260,80,305,599
8344,315,90,130,2.4,130,90,369,124
8345,325,90,115,2.7,115,80,411,104
8346,390,90,205,1.9,55,90,578,104
8347,610,100,245,2.5,250,80,354,55
8351,790,100,340,2.3,335,90,382,43
8355,2880,90,1255,2.3,1330,70,395,152
8356,1410,90,630,2.2,655,70,270,184
8361,85,100,30,2.9,25,90,429,37
8362,15,90,5,2.1,10,60,444,4
8363,175,90,85,2.1,100,80,522,20
8371,530,90,225,2.3,225,80,264,50
8372,40,100,15,2.5,20,90,419,15
8373,325,90,135,2.4,140,90,319,21
8374,920,90,400,2.3,405,80,241,114
8375,2585,90,1155,2.2,1175,90,252,338
8376,585,90,260,2.3,275,90,288,102
8377,215,90,120,1.8,165,80,358,40
8378,430,90,175,2.4,160,90,422,63
8381,1965,90,965,2.0,930,80,284,281
8382,300,90,150,2.0,145,60,370,68
8383,595,90,240,2.5,195,80,378,47
8384,950,90,440,2.1,415,60,209,136
8385,355,90,170,2.1,170,90,337,41
8386,120,90,65,1.9,25,70,461,40
8387,225,60,10,1.6,10,60,556,9
8388,550,90,230,2.4,230,90,330,96
8389,335,90,145,2.2,140,80,356,38
8391,3635,90,1740,2.1,1790,60,227,374
8392,890,90,375,2.4,395,80,319,64
8393,200,90,80,2.5,80,100,410,21
8394,390,90,160,2.5,160,90,361,34
8395,1050,90,455,2.3,465,80,287,62
8396,95,90,35,2.7,35,100,372,105
8397,800,90,340,2.4,345,70,250,114
8398,480,100,185,2.6,190,90,387,41
8401,7325,90,3435,2.1,3530,60,239,814
8403,285,90,115,2.5,115,100,362,33
8404,1050,90,420,2.5,415,80,319,83
8405,435,100,165,2.6,165,90,337,40
8406,1555,90,640,2.4,645,80,297,120
8407,1010,90,395,2.5,400,80,320,100
8408,1325,90,565,2.3,570,80,311,136
8409,770,90,325,2.3,330,80,321,66
8411,3275,90,1415,2.3,1430,70,269,192
8412,815,100,330,2.5,330,90,401,37
8413,820,100,350,2.3,335,90,409,62
8414,1465,100,660,2.2,635,60,284,202
8415,420,90,185,2.3,170,90,394,43
8421,1550,90,690,2.2,660,80,310,156
8422,265,100,110,2.4,115,90,366,16
8423,1045,100,435,2.3,430,80,313,77
8424,690,100,275,2.4,270,80,352,49
8425,320,100,120,2.6,125,90,384,34
8426,4850,90,2240,2.0,2135,60,262,410
8427,410,90,160,2.4,160,80,370,52
8428,355,100,145,2.2,145,100,396,25
8431,9685,90,4530,2.1,4620,60,222,809
8432,590,90,230,2.6,230,90,360,39
8433,3170,90,1375,2.2,1405,70,255,358
8434,835,90,335,2.5,330,80,299,77
8435,1925,100,815,2.4,800,80,299,144
8437,270,90,135,2.0,90,90,326,69
8438,140,90,75,1.9,45,90,597,53
8439,60,90,30,2.0,10,80,519,24
8441,4520,90,2340,1.9,2380,50,236,1648
8442,5740,80,3450,1.6,3475,30,185,2178
8443,2800,80,1365,2.1,1650,40,245,1048
8444,265,90,130,1.3,220,20,275,684
8445,1470,90,645,2.3,650,100,492,702
8446,7160,80,3245,2.2,3315,60,206,1832
8447,3225,80,1530,2.1,1525,60,233,1338
8448,5725,90,2060,2.8,2035,80,357,689
8449,265,90,115,2.3,110,80,352,42
8451,1405,90,625,2.2,630,50,223,454
8452,125,90,45,2.4,65,70,434,210
8453,1015,90,410,2.5,420,90,521,714
8454,685,90,300,2.3,305,90,347,93
8455,605,90,240,2.5,225,90,437,46
8456,1335,90,525,2.5,535,90,330,137
8457,305,90,110,2.8,110,90,430,26
8458,840,90,325,2.6,325,90,315,91
8459,415,100,160,2.6,160,90,324,64
8461,760,100,295,2.6,295,90,313,130
8462,175,90,75,2.4,75,100,381,11
8463,595,90,235,2.5,240,80,313,120
8464,1240,90,495,2.5,500,80,283,157
8465,1910,90,795,2.4,790,80,310,226
8466,50,90,20,2.5,20,100,326,600
8467,385,100,155,2.5,160,90,343,29
8468,390,90,160,2.4,160,90,318,59
8469,165,90,65,2.3,65,80,283,74
8471,11270,90,5280,2.1,5425,50,211,1210
8472,1980,90,740,2.6,730,80,312,695
8474,1070,90,445,2.4,440,90,323,109
8475,500,100,190,2.7,190,90,384,41
8476,320,90,130,2.5,130,90,397,30
8477,150,100,50,3.0,50,90,410,18
8478,245,100,90,2.8,85,100,406,209
8479,210,90,75,2.8,75,90,390,17
8481,140,90,55,2.5,65,90,361,15
8482,200,100,80,2.5,85,90,376,18
8483,440,90,185,2.4,185,80,293,56
8484,255,90,110,2.3,120,90,284,25
8485,465,100,185,2.5,190,90,306,36
8486,235,90,85,2.6,85,80,365,12
8487,135,90,50,2.7,55,90,400,13
8488,190,100,75,2.4,75,100,375,45
8489,35,90,15,2.4,15,100,270,12
8491,3310,90,1475,2.2,1600,60,247,518
8493,740,90,380,2.0,560,80,352,299
8494,1035,90,360,2.9,365,100,423,325
8495,1520,90,670,2.3,680,80,253,176
8497,55,100,20,2.9,25,80,485,6
8501,9735,90,4620,2.1,4840,50,232,1157
8502,3290,90,1320,2.5,1325,90,346,709
8503,65,90,25,2.8,25,80,448,257
8505,60,90,25,2.5,20,100,505,53
8506,545,100,205,2.7,205,80,304,93
8507,215,90,95,2.2,55,100,351,86
8508,470,90,205,2.3,225,80,345,142
8511,240,90,115,2.1,145,90,437,87
8512,210,100,95,2.3,100,90,679,72
8513,345,100,140,2.5,140,80,260,52
8514,80,100,30,2.5,25,100,399,46
8515,80,100,30,2.9,35,90,377,19
8516,85,100,30,2.8,30,90,393,19
8517,790,90,310,2.5,315,80,268,122
8521,3280,90,1355,2.3,1450,70,258,372
8522,355,100,125,2.8,135,80,417,23
8523,500,100,205,2.5,230,80,261,86
8524,20,100,10,2.1,15,50,637,12
8525,1055,90,470,2.2,570,70,304,206
8526,105,90,45,2.3,90,80,495,101
8527,30,100,15,2.3,15,90,431,25
8528,50,100,20,2.7,20,90,680,84
8529,90,100,35,2.7,35,80,408,21
8531,8340,90,3830,2.2,4055,60,243,792
8532,2050,90,790,2.6,835,100,414,856
8534,45,100,15,2.7,15,90,430,38
8535,165,90,55,2.9,55,90,425,13
8536,905,90,360,2.5,380,80,266,76
8537,250,90,100,2.4,120,90,268,60
8538,650,90,250,2.6,260,80,359,28
8539,1005,90,445,2.3,460,80,259,182
8541,110,100,45,2.3,45,90,417,41
8542,240,90,100,2.4,105,80,338,94
8551,1415,90,630,2.3,665,80,285,262
8552,25,90,5,3.9,5,-99997,566,9
8553,110,90,55,2.0,140,80,418,187
8554,65,100,20,3.0,25,80,440,121
8556,705,90,330,2.1,345,80,269,134
8561,4075,90,1795,2.2,1835,60,249,538
8563,640,100,275,2.3,280,80,329,83
8564,115,100,45,2.5,45,100,405,88
8565,410,100,160,2.5,165,90,346,46
8566,560,90,225,2.5,230,90,346,58
8567,1360,90,555,2.4,575,80,309,148
8571,490,100,185,2.6,190,90,432,100
8572,175,90,75,2.4,85,90,360,28
8573,105,100,40,2.5,50,90,444,63
8574,1055,90,470,2.2,490,80,215,191
8581,360,90,150,2.4,155,90,346,53
8582,270,100,115,2.4,120,90,273,32
8583,45,100,20,2.2,20,100,299,11
8584,590,90,245,2.4,255,80,260,113
8601,3295,90,1750,1.8,1875,50,257,1836
8602,4810,80,2130,2.0,2275,40,204,1534
8603,4880,90,2130,2.3,2180,80,265,1892
8604,5370,90,2230,2.4,2395,70,299,1144
8605,2115,90,1245,1.6,1385,30,216,2094
8606,2745,90,1440,1.8,1540,50,200,1898
8607,5890,90,2545,2.3,2505,70,255,1393
8608,4880,80,2335,2.1,2385,40,186,1372
8611,275,90,120,2.3,145,80,285,72
8612,20,90,5,3.7,5,-99997,423,6
8613,30,100,10,3.2,10,50,290,5
8614,740,100,320,2.3,335,80,257,97
8615,610,90,245,2.4,280,60,257,97
8616,85,100,30,2.6,35,90,342,35
8617,240,90,95,2.5,100,100,351,21
8618,445,90,200,2.2,210,80,304,103
8621,2315,90,960,2.3,1130,70,285,343
8622,645,90,255,2.5,265,80,264,66
8623,320,100,135,2.3,135,80,301,46
8624,400,100,190,2.1,205,80,412,97
8625,1080,90,465,2.3,480,70,286,191
8626,135,100,60,2.2,175,60,382,76
8627,340,100,140,2.4,135,80,283,66
8628,250,100,100,2.5,100,90,342,74
8629,1610,90,665,2.4,680,80,283,217
8631,50,90,15,2.6,15,80,453,401
8632,200,100,80,2.4,80,90,346,26
8633,650,90,285,2.3,290,80,305,228
8635,415,90,170,2.4,170,80,290,48
8636,100,100,45,2.3,45,90,321,14
8637,270,90,115,2.4,115,80,272,40
8641,100,100,50,2.0,50,100,238,24
8642,60,100,25,2.6,25,70,324,13
8644,110,100,55,2.0,55,90,309,30
8647,350,90,155,2.3,150,80,256,64
8651,2960,90,1315,2.2,1365,70,265,408
8658,75,100,25,2.9,30,90,319,30
8701,8075,90,3835,2.0,4060,50,205,1141
8702,2020,90,750,2.7,765,90,317,768
8711,4445,90,2045,2.1,2245,60,250,514
8713,840,90,400,2.1,425,70,241,148
8715,965,90,455,2.1,495,60,241,176
8721,775,90,355,2.2,400,80,260,81
8722,350,100,145,2.4,155,80,286,36
8723,2650,90,1200,2.2,1295,60,260,365
8724,325,100,120,2.7,150,80,352,22
8731,2380,90,1045,2.2,1075,60,239,312
8732,225,90,100,2.2,105,90,309,30
8733,45,90,20,2.0,20,80,351,11
8734,895,100,390,2.3,405,80,244,128
8735,235,100,95,2.4,100,80,256,37
8736,195,100,70,2.9,70,90,292,22
8737,125,90,40,3.0,40,90,320,15
8741,105,90,45,2.4,45,90,353,17
8742,315,90,130,2.4,130,90,287,33
8743,85,100,30,2.7,30,90,356,46
8744,245,90,100,2.5,100,100,272,35
8745,50,90,25,1.9,25,90,314,25
8746,150,90,65,2.3,65,100,290,24
8747,280,90,120,2.3,125,90,283,35
8748,1785,90,800,2.2,855,70,219,251
8749,590,90,270,2.2,275,90,239,69
8751,165,90,85,1.9,90,80,187,30
8752,25,100,15,1.8,15,100,160,14
8753,85,90,35,2.2,40,90,373,10
8754,3465,90,1595,2.1,1660,60,230,414
8755,110,90,40,2.6,40,100,353,59
8756,50,90,20,2.6,20,100,338,8
8757,205,100,95,2.1,100,90,284,26
8758,95,90,35,2.7,35,90,405,12
8759,450,90,185,2.5,185,80,265,55
8761,220,100,85,2.6,90,80,292,19
8762,80,100,30,2.7,25,100,373,12
8763,490,90,205,2.4,205,90,284,47
8764,95,100,40,2.4,40,80,272,27
8765,440,90,170,2.6,170,90,319,45
8771,995,90,395,2.5,395,80,273,107
8772,20,90,10,2.3,10,100,351,11
8773,340,100,130,2.6,135,90,277,67
8774,145,90,45,3.2,50,90,357,17
8775,45,100,15,2.8,15,90,311,9
8801,6850,90,3365,1.9,3575,60,195,1107
8802,5960,90,2560,2.3,2620,70,211,846
8804,1100,90,475,2.2,525,70,211,139
8805,220,90,100,2.2,105,70,230,35
8806,585,90,270,2.2,280,70,209,80
8807,255,90,115,2.3,115,80,223,45
8808,365,80,170,2.1,165,70,185,68
8809,45,90,15,2.8,20,90,294,12
8811,435,90,195,2.2,200,70,208,66
8812,260,90,115,2.2,115,80,227,37
8813,145,100,60,2.4,60,80,289,47
8814,125,90,45,2.7,50,90,283,18
8816,100,90,45,2.4,45,100,309,21
8821,530,90,265,2.0,275,80,239,77
8822,1020,90,440,2.3,440,80,245,122
8823,325,100,140,2.3,145,80,253,39
8831,1050,90,450,2.3,460,70,216,158
8832,105,90,45,2.4,50,90,277,15
8833,25,100,10,3.0,10,-99997,386,6
8834,195,90,80,2.4,85,90,276,26
8835,425,100,195,2.2,200,80,250,60
8841,105,90,45,2.2,50,100,256,48
8842,455,100,185,2.5,190,90,241,55
8843,245,90,105,2.3,115,80,234,39
8844,55,100,20,2.7,20,100,391,11
8845,80,100,30,2.5,30,90,333,13
8851,1355,90,620,2.1,735,70,186,228
8852,65,90,30,2.1,30,80,337,17
8853,40,100,15,2.8,15,90,386,48
8854,560,80,250,2.2,250,70,193,74
8855,1685,90,760,2.2,760,60,186,229
8856,145,90,65,2.2,65,80,268,124
8857,485,90,215,2.2,220,70,235,56
8861,6500,90,3475,1.8,3685,60,213,1181
8862,8325,80,3650,2.2,3650,50,203,1045
8871,15,100,5,2.2,5,-99997,343,46
8872,585,90,275,2.1,265,70,217,294
8881,2580,90,1470,1.7,1210,60,360,346
8882,25,90,10,2.5,15,-99997,502,31
8883,10,100,10,1.5,5,-99997,581,56
8884,130,90,55,2.3,45,80,424,155
8885,30,90,15,1.9,15,90,446,74
8891,1035,90,520,2.0,490,60,368,247
8892,20,90,10,2.1,10,-99997,476,182
8893,100,90,50,2.1,45,70,478,216
8894,245,90,115,2.1,105,90,566,137
8895,150,90,65,2.3,80,80,516,119
8896,485,90,235,2.1,220,80,439,129
8897,150,90,65,2.2,65,70,474,51
8899,1195,80,700,1.7,595,40,328,213
8911,6235,70,4860,1.3,4560,10,136,4436
8912,120,80,55,1.9,35,50,381,743
8913,4105,90,2035,2.0,2050,70,246,3008
8914,485,90,240,2.0,245,90,250,1609
8915,5210,80,2630,2.0,2670,50,179,1695
8916,3215,80,1800,1.8,1760,60,201,3118
8917,3245,80,1770,1.8,1835,50,226,3928
8918,6000,60,3340,1.8,3300,20,147,2466
8919,805,80,395,2.0,360,70,273,1035
8921,9055,80,5540,1.6,5125,40,160,4089
8922,3300,70,2115,1.5,2040,30,129,4110
8923,3510,60,1875,1.9,1825,20,159,2385
8924,3645,60,2230,1.6,2205,20,122,2443
8925,5275,90,2430,2.2,2445,70,249,1368
8926,5205,80,2445,2.1,2410,70,191,1254
8927,1030,80,340,3.0,335,100,497,766
8931,3715,80,2310,1.6,2360,30,155,1907
8932,7005,80,4020,1.7,4005,50,170,2989
8933,4030,80,2485,1.6,2195,50,177,3596
8934,2125,80,940,2.0,1030,60,203,2738
8935,6740,80,3460,1.9,3595,50,185,1683
8936,720,70,245,2.1,210,30,155,1809
8937,910,60,460,1.7,710,-99997,82,2120
8938,115,90,55,2.0,30,70,386,679
8939,5580,90,1990,2.8,1980,90,383,748
8941,3285,90,1065,3.1,1090,80,356,363
9001,5690,90,2705,2.1,2755,60,253,741
9003,905,90,400,2.3,400,70,230,114
9004,30,100,15,2.5,10,80,466,6
9005,1870,90,820,2.3,825,70,254,263
9006,35,100,10,4.0,10,-99997,476,8
9007,85,100,35,2.2,35,100,278,18
9008,1085,90,470,2.3,480,70,235,144
9009,90,100,30,2.8,30,90,362,31
9011,1385,90,600,2.3,605,70,233,183
9012,640,100,260,2.5,265,90,274,76
9013,165,100,75,2.2,80,90,289,31
9014,345,90,145,2.4,145,80,265,53
9021,320,100,140,2.3,140,80,236,48
9022,1135,90,460,2.5,465,90,292,149
9023,315,90,140,2.2,140,80,270,43
9024,545,90,235,2.1,255,60,220,86
9025,140,90,60,2.3,50,90,326,44
9026,145,100,60,2.5,60,90,408,36
9027,310,100,120,2.6,120,90,284,36
9031,405,90,180,2.2,170,80,234,61
9032,80,90,40,2.0,40,80,292,29
9033,1045,90,425,2.5,425,80,239,129
9034,1050,90,505,2.1,495,70,207,144
9035,3285,90,1405,2.3,1435,80,241,372
9036,2735,90,1160,2.3,1260,70,222,351
9037,90,100,30,2.9,30,100,327,13
9038,365,100,155,2.4,155,90,223,73
9041,2615,90,1140,2.3,1120,70,208,314
9043,190,100,90,2.1,95,80,231,38
9044,810,90,345,2.3,350,70,212,175
